Register Name,Register Description,Register Address,Register Width,Field Name,Field Description,Field Offset,Field Width,Field Reset Value,Field Access,Field Hw Access,Field Condition,Field Action,Field Logic Comment,Field is Covered,Field Backdoor,Field is Reserved,Field is Volatile,Field Constraints,Field Parameter Name,Field Parameter Value,Field Parameter Description
rtcfg0,0,0x118,32,narrow_mode,"Narrow transfer mode select register - 0: AXI4 mode, type 1; 1: Fixed mode, type 2",23,1,0,RW,RO,,,,TRUE,rtcfg0_narrow_mode,,,,,,
rtcfg0,0,0x118,32,narrow_size,"Narrow transfer size register, use with type 2 only",24,3,0,RW,RO,,,,TRUE,rtcfg0_narrow_size,,,,,,
rtcfg0,0,0x118,32,size_max,Maximum support size register,27,3,0,RW,RO,,,,TRUE,rtcfg0_size_max,,,,,,
rtcfg0,0,0x118,32,rfu,Reserved for Future Use,30,2,0,,,,,,,,TRUE,,,,,
rtcfg1,Route Configuration 1,0x128,32,arq_lat_barrier,Maximum Latency Barrier for Read Channel,0,8,0,RW,RO,,,,TRUE,rtcfg1_arq_lat_barrier,,,,,,
rtcfg1,0,0x128,32,awq_lat_barrier,Maximum Latency Barrier for Write Channel,8,8,0,RW,RO,,,,TRUE,rtcfg1_awq_lat_barrier,,,,,,
rtcfg1,0,0x128,32,arq_starv_th,Denotes Read Address Queue Threshold for starvation preventing. Its value represents the number of hits in a hit chain,16,8,0,RW,RO,,,,TRUE,rtcfg1_arq_starv_th,,,,,,
rtcfg1,0,0x128,32,awq_starv_th,Denotes Write Address Queue Threshold for starvation preventing. Its value represents the number of hits in a hit chain,24,8,0,RW,RO,,,,TRUE,rtcfg1_awq_starv_th,,,,,,
addr0,DRAM Address Register 0,0x138,32,col_addr_map_b0,Address mapping for column bit 0,0,6,0,RW,RO,,,,TRUE,addr0_col_addr_map_b0,,,,,,
addr0,0,0x138,32,col_addr_map_b1,Address mapping for column bit 1,6,6,0,RW,RO,,,,TRUE,addr0_col_addr_map_b1,,,,,,
addr0,0,0x138,32,col_addr_map_b2,Address mapping for column bit 2,12,6,0,RW,RO,,,,TRUE,addr0_col_addr_map_b2,,,,,,
addr0,0,0x138,32,col_addr_map_b3,Address mapping for column bit 3,18,6,0,RW,RO,,,,TRUE,addr0_col_addr_map_b3,,,,,,
addr0,0,0x138,32,col_addr_map_b4,Address mapping for column bit 4,24,6,0,RW,RO,,,,TRUE,addr0_col_addr_map_b4,,,,,,
addr0,0,0x138,32,rfu,Reserved for Future Use,30,2,0,,,,,,,,TRUE,,,,,
addr1,DRAM Address Register 1,0x13C,32,col_addr_map_b6,Address mapping for column bit 6,6,6,0,RW,RO,,,,TRUE,addr1_col_addr_map_b6,,,,,,
addr1,0,0x13C,32,col_addr_map_b7,Address mapping for column bit 7,12,6,0,RW,RO,,,,TRUE,addr1_col_addr_map_b7,,,,,,
addr1,0,0x13C,32,col_addr_map_b8,Address mapping for column bit 8,18,6,0,RW,RO,,,,TRUE,addr1_col_addr_map_b8,,,,,,
addr1,0,0x13C,32,col_addr_map_b9,Address mapping for column bit 9,24,6,0,RW,RO,,,,TRUE,addr1_col_addr_map_b9,,,,,,
addr1,Err:509,0x13C,32,col_addr_map_b10,Address mapping for column bit 10,0,6,0,RW,RO,,,,TRUE,addr1_col_addr_map_b10,,,,,,
addr1,Err:509,0x13C,32,col_addr_map_b11,Address mapping for column bit 11,6,6,0,RW,RO,,,,TRUE,addr1_col_addr_map_b11,,,,,,
addr1,0,0x13C,32,rfu,Reserved for Future Use,30,2,0,,,,,,,,TRUE,,,,,
addr3,DRAM Address Register 3,0x144,32,row_addr_map_b0,Address mapping for row bit 0,12,6,0,RW,RO,,,,TRUE,addr3_row_addr_map_b0,,,,,,
addr3,0,0x144,32,row_addr_map_b1,Address mapping for row bit 1,18,6,0,RW,RO,,,,TRUE,addr3_row_addr_map_b1,,,,,,
addr3,0,0x144,32,row_addr_map_b2,Address mapping for row bit 2,24,6,0,RW,RO,,,,TRUE,addr3_row_addr_map_b2,,,,,,
addr3,0,0x144,32,row_addr_map_b3,Address mapping for row bit 3,0,6,0,RW,RO,,,,TRUE,addr3_row_addr_map_b3,,,,,,
addr3,0,0x144,32,row_addr_map_b4,Address mapping for row bit 4,6,6,0,RW,RO,,,,TRUE,addr3_row_addr_map_b4,,,,,,
addr3,Err:509,0x144,32,row_addr_map_b5,Address mapping for row bit 5,12,6,0,RW,RO,,,,TRUE,addr3_row_addr_map_b5,,,,,,
addr3,0,0x144,32,rfu,Reserved for Future Use,30,2,0,,,,,,,,TRUE,,,,,
addr4,DRAM Address Register 4,0x148,32,row_addr_map_b6,Address mapping for row bit 6,18,6,0,RW,RO,,,,TRUE,addr4_row_addr_map_b6,,,,,,
addr4,0,0x148,32,row_addr_map_b7,Address mapping for row bit 7,24,6,0,RW,RO,,,,TRUE,addr4_row_addr_map_b7,,,,,,
addr4,0,0x148,32,row_addr_map_b8,Address mapping for row bit 8,0,6,0,RW,RO,,,,TRUE,addr4_row_addr_map_b8,,,,,,
addr4,0,0x148,32,row_addr_map_b9,Address mapping for row bit 9,6,6,0,RW,RO,,,,TRUE,addr4_row_addr_map_b9,,,,,,
addr4,0,0x148,32,row_addr_map_b10,Address mapping for row bit 10,12,6,0,RW,RO,,,,TRUE,addr4_row_addr_map_b10,,,,,,
addr4,Err:509,0x148,32,row_addr_map_b11,Address mapping for row bit 11,18,6,0,RW,RO,,,,TRUE,addr4_row_addr_map_b11,,,,,,
addr4,0,0x148,32,rfu,Reserved for Future Use,30,2,0,,,,,,,,TRUE,,,,,
addr5,DRAM Address Register 5,0x14C,32,row_addr_map_b12,Address mapping for row bit 12,24,6,0,RW,RO,,,,TRUE,addr5_row_addr_map_b12,,,,,,
addr5,0,0x14C,32,row_addr_map_b13,Address mapping for row bit 13,0,6,0,RW,RO,,,,TRUE,addr5_row_addr_map_b13,,,,,,
addr5,0,0x14C,32,row_addr_map_b14,Address mapping for row bit 14,6,6,0,RW,RO,,,,TRUE,addr5_row_addr_map_b14,,,,,,
addr5,Err:509,0x14C,32,row_addr_map_b15,Address mapping for row bit 15,12,6,0,RW,RO,,,,TRUE,addr5_row_addr_map_b15,,,,,,
addr5,0,0x14C,32,rfu,Reserved for Future Use,18,14,0,,,,,,,,TRUE,,,,,
addr6,DRAM Address Register 6,0x150,32,bank_addr_map_b0,Address mapping for bank bit 0,0,6,0,RW,RO,,,,TRUE,addr6_bank_addr_map_b0,,,,,,
addr6,0,0x150,32,bank_addr_map_b1,Address mapping for bank bit 1,6,6,0,RW,RO,,,,TRUE,addr6_bank_addr_map_b1,,,,,,
addr6,0,0x150,32,bank_addr_map_b2,Address mapping for bank bit 2,12,6,0,RW,RO,,,,TRUE,addr6_bank_addr_map_b2,,,,,,
addr6,0,0x150,32,rank_addr_map_b0,Address mapping for rank bit 0,18,6,0,RW,RO,,,,TRUE,addr6_rank_addr_map_b0,,,,,,
addr6,0,0x150,32,rfu,Reserved for Future Use,24,8,0,,,,,,,,TRUE,,,,,
phy,PHY Register,0x154,32,dti_dram_clk_dis,This register is used by the MC to inform the PHY when to enable/disable the  clock to the memory devices,0,1,0,RW,RO,,,,TRUE,phy_dti_dram_clk_dis,,,,,,
phy,0,0x154,32,dti_data_byte_dis,Signal to disable operations on the specified byte-lane,1,2,0,RW,RO,,,,TRUE,phy_dti_data_byte_dis,,,,,,
phy,0,0x154,32,rfu,Reserved for Future Use,3,29,0,,,,,,,,TRUE,,,,,
pom,PHY Operation Mode Register,0x158,32,dfien,"DFI interface enable. After training, MC must write 1’b1 to this field for normal DFI operation.",0,1,0,RW,RO,,,,TRUE,pom_dfien,,,,,,
pom,0,0x158,32,phyinit,"PHY initialization enable. PHY initialization includes DLL init, DRAM init, and PHY training. Software can do each step separately by writing other bits in this register individually.",1,1,0,RW,RO,,,,TRUE,pom_phyinit,,,,,,
pom,0,0x158,32,dllrsten,DLL reset enable.,2,1,0,RW,RO,,,,TRUE,pom_dllrsten,,,,,,
pom,0,0x158,32,draminiten,DRAM initialization enable.,3,1,0,RW,RO,,,,TRUE,pom_draminiten,,,,,,
pom,0,0x158,32,gten,Gate training enable.,4,1,0,RW,RO,,,,TRUE,pom_gten,,,,,,
pom,0,0x158,32,wrlvlen,Write leveling enable.,5,1,0,RW,RO,,,,TRUE,pom_wrlvlen,,,,,,
pom,0,0x158,32,dlyevalen,Delay evaluation enable.,6,1,0,RW,RO,,,,TRUE,pom_dlyevalen,,,,,,
pom,0,0x158,32,sanchken,Write/read sanity check enable.,7,1,0,RW,RO,,,,TRUE,pom_sanchken,,,,,,
pom,0,0x158,32,clklocken,MC-PHY clock phase lock request.,8,1,0,RW,RO,,,,TRUE,pom_clklocken,,,,,,
pom,0,0x158,32,rddskewen,Deskew in Read Path enable,9,1,0,RW,RO,,,,TRUE,pom_rddskewen,,,,,,
pom,0,0x158,32,rfu,Reserved for Future Use,10,22,0,,,,,,,,TRUE,,,,,
dllctlca,DLL Control Register for PHY Command Module,0x15C,32,limit,Bandwidth for the digital loop.,0,7,0,RW,RO,,,,TRUE,dllctlca_limit,,,,,,
dllctlca,0,0x15C,32,en,DLL enable.,7,1,0,RW,RO,,,,TRUE,dllctlca_en,,,,,,
dllctlca,0,0x15C,32,upd,"DLL Update. When the PHY is in active operation, DLL
update should be turn off.",8,1,0,RW,RO,,,,TRUE,dllctlca_upd,,,,,,
dllctlca,0,0x15C,32,byp,DLL bypass enable.,9,1,0,RW,RO,,,,TRUE,dllctlca_byp,,,,,,
dllctlca,0,0x15C,32,bypctl,Encoded bypass code to externally control CTLOUT[30:0],10,5,0,RW,RO,,,,TRUE,dllctlca_bypctl,,,,,,
dllctlca,0,0x15C,32,bypfc,Encoded bypass code to externally control FCOUT[6:0],15,3,0,RW,RO,,,,TRUE,dllctlca_bypfc,,,,,,
dllctlca,0,0x15C,32,rfu,Reserved for Future Use,18,14,0,,,,,,,,TRUE,,,,,
dllctldq,DLL Control Register for PHY Data Module,0x160,32,limit,Bandwidth for the digital loop.,0,7,0,RW,RO,,,,TRUE,dllctldq_limit,,,,,,
dllctldq,0,0x160,32,en,DLL enable.,7,1,0,RW,RO,,,,TRUE,dllctldq_en,,,,,,
dllctldq,0,0x160,32,upd,"DLL Update. When the PHY is in active operation, DLL update should be turn off.",8,1,0,RW,RO,,,,TRUE,dllctldq_upd,,,,,,
dllctldq,0,0x160,32,byp,DLL bypass enable.,9,1,0,RW,RO,,,,TRUE,dllctldq_byp,,,,,,
dllctldq,0,0x160,32,bypctl,Encoded bypass code to externally control CTLOUT[30:0],10,5,0,RW,RO,,,,TRUE,dllctldq_bypctl,,,,,,
dllctldq,0,0x160,32,bypfc,Encoded bypass code to externally control FCOUT[6:0],15,3,0,RW,RO,,,,TRUE,dllctldq_bypfc,,,,,,
dllctldq,0,0x160,32,rfu,Reserved for Future Use,18,14,0,,,,,,,,TRUE,,,,,
ptar,PHY Sanity Check Address Register,0x168,32,ba,Test bank address,0,3,0,RW,RO,,,,TRUE,ptar_ba,,,,,,
ptar,0,0x168,32,col,Test column address,3,12,0,RW,RO,,,,TRUE,ptar_col,,,,,,
ptar,0,0x168,32,row,Test row address,15,16,0,RW,RO,,,,TRUE,ptar_row,,,,,,
ptar,0,0x168,32,rfu,Reserved for Future Use,31,1,0,,,,,,,,TRUE,,,,,
pdcr,PHY DFT Control Register,0x16C,32,bist_en,PHY BIST mode enable,0,1,0,RW,RO,,,,TRUE,pdcr_bist_en,,,,,,
pdcr,0,0x16C,32,bist_start,Start PHY BIST mode,1,1,0,RW,RO,,,,TRUE,pdcr_bist_start,,,,,,
pdcr,0,0x16C,32,lp_en,PHY Loopback mode enable,2,1,0,RW,RO,,,,TRUE,pdcr_lp_en,,,,,,
pdcr,0,0x16C,32,lp_start,Start the loopback testing. It should be set after the gate training is done.,3,1,0,RW,RO,,,,TRUE,pdcr_lp_start,,,,,,
pdcr,0,0x16C,32,rfu,Reserved for Future Use,4,28,0,,,,,,,,TRUE,,,,,
cior,PHY Command Module IO Control Register,0x170,32,odis_address,Output force disable active high for mem_address,0,16,0,RW,RO,,,,TRUE,cior_odis_address,,,,,,
cior,0,0x170,32,odis_ba,Output force disable active high for mem_ba,16,3,0,RW,RO,,,,TRUE,cior_odis_ba,,,,,,
cior,0,0x170,32,odis_cas_n,Output force disable active high for mem_cas_n,19,1,0,RW,RO,,,,TRUE,cior_odis_cas_n,,,,,,
cior,0,0x170,32,odis_ras_n,Output force disable active high for mem_ras_n,20,1,0,RW,RO,,,,TRUE,cior_odis_ras_n,,,,,,
cior,0,0x170,32,odis_cke,Output force disable active high for mem_cke,21,2,0,RW,RO,,,,TRUE,cior_odis_cke,,,,,,
cior,0,0x170,32,odis_clk,Output force disable active high for mem_clk,23,2,0,RW,RO,,,,TRUE,cior_odis_clk,,,,,,
cior,0,0x170,32,odis_reset_n,Output force disable active high for mem_reset_n,25,1,0,RW,RO,,,,TRUE,cior_odis_reset_n,,,,,,
cior,0,0x170,32,odis_odt,Output force disable active high for mem_odt,26,2,0,RW,RO,,,,TRUE,cior_odis_odt,,,,,,
cior,0,0x170,32,odis_cs_n,Output force disable active high for mem_cs,28,2,0,RW,RO,,,,TRUE,cior_odis_cs_n,,,,,,
cior,0,0x170,32,odis_we_n,Output force disable active high for mem_we_n,30,1,0,RW,RO,,,,TRUE,cior_odis_we_n,,,,,,
cior,0,0x170,32,rfu,Reserved for Future Use,31,1,0,,,,,,,,TRUE,,,,,
dior,PHY Data Module IO Control Register,0x174,32,fena_rcv,Driver output enables active high (1: enable; 0: tristate); FENA has higher priority than ODIS and OE when it is high. Enable = FENA + !ODIS & OE,0,1,0,RW,RO,,,,TRUE,dior_fena_rcv,,,,,,
dior,0,0x174,32,odis_dq,Output force disable active high for dq,1,8,0,RW,RO,,,,TRUE,dior_odis_dq,,,,,,
dior,0,0x174,32,odis_dm,Output force disable active high for dm,9,1,0,RW,RO,,,,TRUE,dior_odis_dm,,,,,,
dior,0,0x174,32,odis_dqs,Output force disable active high for dqs,10,1,0,RW,RO,,,,TRUE,dior_odis_dqs,,,,,,
dior,0,0x174,32,rfu,Reserved for Future Use,11,21,0,,,,,,,,TRUE,,,,,
pccr,PHY Compensation Control Register,0x17C,32,srst,Compensation soft-reset,0,1,0x1,RW,RO,,,,TRUE,pccr_srst,,,,,,
pccr,0,0x17C,32,en_drv,Testpad enable for DRV,1,1,0x1,RW,RO,,,,TRUE,pccr_en_drv,,,,,,
pccr,0,0x17C,32,en_rtt,Testpad enable for RTT,2,1,0x1,RW,RO,,,,TRUE,pccr_en_rtt,,,,,,
pccr,0,0x17C,32,mvg,Enable moving average for compensation,3,1,0x1,RW,RO,,,,TRUE,pccr_mvg,,,,,,
pccr,0,0x17C,32,upd_drv,Enable DRV compensation block,4,1,0x1,RW,RO,,,,TRUE,pccr_upd_drv,,,,,,
pccr,0,0x17C,32,upd_rtt,Enable RTT compensation block,5,1,0x1,RW,RO,,,,TRUE,pccr_upd_rtt,,,,,,
pccr,0,0x17C,32,byp_drv,Bypass internal compensation setting for DRV,6,1,0,RW,RO,,,,TRUE,pccr_byp_drv,,,,,,
pccr,0,0x17C,32,byp_rtt,Bypass internal compensation setting for RTT,7,1,0,RW,RO,,,,TRUE,pccr_byp_rtt,,,,,,
pccr,0,0x17C,32,byp_p,Bypass setting for pull-up for DRV,8,4,0,RW,RO,,,,TRUE,pccr_byp_p,,,,,,
pccr,0,0x17C,32,byp_n,Bypass setting for pull-down for DRV,12,4,0,RW,RO,,,,TRUE,pccr_byp_n,,,,,,
pccr,0,0x17C,32,byp_r,Bypass setting for RTT,16,3,0,RW,RO,,,,TRUE,pccr_byp_r,,,,,,
pccr,0,0x17C,32,rfu,Reserved for Future Use,19,13,0,,,,,,,,TRUE,,,,,
ptsr0,PHY Training Setting Register 0,0x180,32,sanpat,Sanity check pattern,0,8,0,RW,RW,,,,TRUE,ptsr0_sanpat,,,,,,
ptsr0,0,0x180,32,rd_dskew_en,De‐skew bits for Read data path (PHY_SLICE_NUM),8,2,0,RW,RW,,,,TRUE,ptsr0_rd_dskew_en,,,,,,
ptsr0,0,0x180,32,wr_dskew_en,De‐skew bits for Write data path,10,1,0,RW,RW,,,,TRUE,ptsr0_wr_dskew_en,,,,,,
ptsr0,0,0x180,32,rfu,Reserved for Future Use,11,21,0,,,,,,,,TRUE,,,,,
ptsr1,PHY Training Setting Register 1,0x184,32,rddskew_dly_s0b0,"DQDQS Delay for Read Leveling, Slice 0 bit 0",0,4,0,RW,RW,,,,TRUE,ptsr1_rddskew_dly_s0b0,,,,,,
ptsr1,0,0x184,32,rddskew_dly_s0b1,"DQDQS Delay for Read Leveling, Slice 0 bit 1",4,4,0,RW,RW,,,,TRUE,ptsr1_rddskew_dly_s0b1,,,,,,
ptsr1,0,0x184,32,rddskew_dly_s0b2,"DQDQS Delay for Read Leveling, Slice 0 bit 2",8,4,0,RW,RW,,,,TRUE,ptsr1_rddskew_dly_s0b2,,,,,,
ptsr1,0,0x184,32,rddskew_dly_s0b3,"DQDQS Delay for Read Leveling, Slice 0 bit 3",12,4,0,RW,RW,,,,TRUE,ptsr1_rddskew_dly_s0b3,,,,,,
ptsr1,0,0x184,32,rddskew_dly_s0b4,"DQDQS Delay for Read Leveling, Slice 0 bit 4",16,4,0,RW,RW,,,,TRUE,ptsr1_rddskew_dly_s0b4,,,,,,
ptsr1,0,0x184,32,rddskew_dly_s0b5,"DQDQS Delay for Read Leveling, Slice 0 bit 5",20,4,0,RW,RW,,,,TRUE,ptsr1_rddskew_dly_s0b5,,,,,,
ptsr1,0,0x184,32,rddskew_dly_s0b6,"DQDQS Delay for Read Leveling, Slice 0 bit 6",24,4,0,RW,RW,,,,TRUE,ptsr1_rddskew_dly_s0b6,,,,,,
ptsr1,0,0x184,32,rddskew_dly_s0b7,"DQDQS Delay for Read Leveling, Slice 0 bit 7",28,4,0,RW,RW,,,,TRUE,ptsr1_rddskew_dly_s0b7,,,,,,
ptsr2,PHY Training Setting Register 2,0x188,32,rddskew_dly_s1b0,"DQDQS Delay for Read Leveling, Slice 1 bit 0",0,4,0,RW,RW,,,,TRUE,ptsr2_rddskew_dly_s1b0,,,,,,
ptsr2,0,0x188,32,rddskew_dly_s1b1,"DQDQS Delay for Read Leveling, Slice 1 bit 1",4,4,0,RW,RW,,,,TRUE,ptsr2_rddskew_dly_s1b1,,,,,,
